"Наименование","Цена","Ссылка"
"1g Ketamine R - 97%","Price: 23.00 EUR","http://heinekexxo77vjgmasoq3xqxqwndq74iq7grpqw3bfvdpb6vcmf2kcqd.onion/home/warning/dismiss/listing/42f95eb2-e975-4477-a522-97a1562b4489"
"5g Speed paste - 74%","Price: 15.00 EUR","http://heinekexxo77vjgmasoq3xqxqwndq74iq7grpqw3bfvdpb6vcmf2kcqd.onion/home/warning/dismiss/listing/57dd60c5-9850-4e5e-b2d5-0f74de53bd42"
"5g Amnesia Haze - 23% THC","Price: 50.00 EUR","http://heinekexxo77vjgmasoq3xqxqwndq74iq7grpqw3bfvdpb6vcmf2kcqd.onion/home/warning/dismiss/listing/298fe8f6-5091-44eb-a3b3-af71d6e0be26"
"10g Speed paste - 74%","Price: 25.00 EUR","http://heinekexxo77vjgmasoq3xqxqwndq74iq7grpqw3bfvdpb6vcmf2kcqd.onion/home/warning/dismiss/listing/cd6b23e7-06a9-44ce-9348-d40e83b941c0"
"5g MDMA - Champagne - 88%","Price: 25.00 EUR","http://heinekexxo77vjgmasoq3xqxqwndq74iq7grpqw3bfvdpb6vcmf2kcqd.onion/listing/3fd09140-2298-4cd8-99d4-48582ea744f4"
"5g MDMA - Champagne - 88%","Price: 25.00 EUR","http://heinekexxo77vjgmasoq3xqxqwndq74iq7grpqw3bfvdpb6vcmf2kcqd.onion/home/warning/dismiss/listing/3fd09140-2298-4cd8-99d4-48582ea744f4"
"Glock 19 - 9mm","$1.699","http://dkasgbyyh3yx4n7g4zj4rwwjb7ugf6y3oqofrkhld4hsth3r52tf2hyd.onion"
"Glock 21","$1.799","http://dkasgbyyh3yx4n7g4zj4rwwjb7ugf6y3oqofrkhld4hsth3r52tf2hyd.onion"
"Prepaid VISA (x2) 6000 Balance","$199.00","http://hidden24uim2vpjy.onion/carding-credit-cards/prepaid-visa-x2-6000-balance"
"Visa Prepaid x1 (3200$)","$125.00","http://hidden24uim2vpjy.onion/carding-credit-cards/visa-perpaid-x1-3200usd"
"PayPal transfer $2000","$239.00","http://hidden24uim2vpjy.onion/carding-money-transfers-hidden-marketplace/paypal-transfer-usd2000"
"Speed Transfer","$340.00","http://hidden24uim2vpjy.onion/carding-money-hub"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#welcome_to_hidden_wiki_fresh_2020"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2020"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#welcome_to_hidden_wiki_fresh_2020"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2020"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2020"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://cb5oiyw5wx76ucrcgjvpjydwxrrq3i56llywu5uhp2oznpfdxhkedsad.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2020"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2018-20191"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#welcome_to_hidden_wiki_fresh_2018-20191"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2018-20191"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#welcome_to_hidden_wiki_fresh_2018-20191"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2018-20191"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#welcome_to_hidden_wiki_fresh_2018-20191"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"100 x Generic Viagra 100mg","100 EUR = 0.01567 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"Prepaid Cards MasterCard","$120","http://epmrbsspx4xg6eh6.onion/"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content"
"Hidden Wiki FRESH - This is the easiest way to find information on the Tor network. Only working links and trusted sites. NO CP!!!","USD4YOU","http://tora5gtq6maswtf4.onion#dokuwiki__content#dokuwiki__content#dokuwiki__content#dokuwiki__content#"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://6uwuyghhlm7ixmpo.onionlogin"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://6uwuyghhlm7ixmpo.onion/login"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://6uwuyghhlm7ixmpo.onionlogin"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://6uwuyghhlm7ixmpo.onionlogin"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://6uwuyghhlm7ixmpo.onion/login"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://6uwuyghhlm7ixmpo.onion/login"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://6uwuyghhlm7ixmpo.onion/login"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://6uwuyghhlm7ixmpo.onionlogin"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://6uwuyghhlm7ixmpo.onion/login"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://6uwuyghhlm7ixmpo.onionlogin"
"1x Vial HASH OIL (0.7g)","฿0.0073","http://drugstom3mhpiaud.onion/l/login.php"
"QUARTER OZ COCAINE (7.0g)","฿0.0774","http://drugstom3mhpiaud.onion/l/login.php"
"Methaqualone Powder (Quaaludes) 1 Gram","฿0.0110","http://drugstom3mhpiaud.onion/l/login.php"
"FULL WEIGHED GRAM COCAINE (1.0g)","฿0.0190","http://drugstom3mhpiaud.onion/l/login.php"
"2xFULL GRAMS COCAINE","฿0.0307","http://drugstom3mhpiaud.onion/l/login.php"
"5x Ice Speed Pills","฿0.0219","http://drugstom3mhpiaud.onion/l/login.php"
"2X Vials HASH OIL","฿0.0095","http://drugstom3mhpiaud.onion/l/login.php"
"10x Vials HASH OIL (7.0g)","฿0.0263","http://drugstom3mhpiaud.onion/l/login.php"
"2x Ice Speed Pills","฿0.0083","http://drugstom3mhpiaud.onion/l/login.php"
"Concerta (Methylphenidate) 18mg","฿0.0066","http://drugstom3mhpiaud.onion/l/login.php"
"MDMA Crystals 84%+ UNCUT- Full Ounce (28.0g)","฿0.0847","http://drugstom3mhpiaud.onion/l/login.php"
"Full Gram Crack Cocaine (1.0g)","฿0.0219","http://drugstom3mhpiaud.onion/l/login.php"
"MDMA Crystals 84%+ UNCUT- 3.5 Grams (3.5g)","฿0.0161","http://drugstom3mhpiaud.onion/l/login.php"
"MDMA Crystals 84%+ UNCUT- Half Ounce (14.0g)","฿0.0467","http://drugstom3mhpiaud.onion/l/login.php"
"1x Ice Speed Pill","฿0.0066","http://drugstom3mhpiaud.onion/l/login.php"
"Concerta (Methylphenidate) 54mg","฿0.0102","http://drugstom3mhpiaud.onion/l/login.php"
"[DC23-MARCH] PURE BOLIVIAN FISHSCALE COCAINE","£4,850.00","http://dcukooi4bv5lhwcl.onion/index.php/product/dc23-march-pure-fire-cocaine/"
"DCUK / DUTCHMASTERS BRAZUCAS 220 MG ECSTASY MDMA PILLS","£29.99","http://dcukooi4bv5lhwcl.onion/index.php/product/brazucas/"
"WHITE WIDOW – HYBRID -WEED / CANNABIS SKUNK","£42.50","http://dcukooi4bv5lhwcl.onion/index.php/product/white-widow-hybrid-weed-cannabis-skunk/"
"PURE PLATINUM MDMA 92% UK","£42.50","http://dcukooi4bv5lhwcl.onion/index.php/product/pure-platinum-mdma-92-uk/"
"Orange Smiley 220mg MDMA Pills","£36.40","http://dcukooi4bv5lhwcl.onion/index.php/product/orange-smiley/"
"AMNESIA HAZE – SATIVA – NEW BEST BATCH!","£42.50","http://dcukooi4bv5lhwcl.onion/index.php/product/amnesia-haze-sativa-new-best-batch/"
"ISOMER S(+) NEEDLE KETAMINE","£24.96","http://dcukooi4bv5lhwcl.onion/index.php/product/isomer-s-needle-ketamine/"
"Pure Strong Speed Sulphate (#1) Batch 1","£26.50","http://dcukooi4bv5lhwcl.onion/index.php/product/pure-strong-speed-sulphate/"
"BLUE HEART 180G+ MDMA ECSTACY PILLS","£32.50","http://dcukooi4bv5lhwcl.onion/index.php/product/blue-heart/"
"UFO 125G+ MDMA ECSTACY PILLS","£27.00","http://dcukooi4bv5lhwcl.onion/index.php/product/ufo/"
"BLUE FORTNITE 180G+ MDMA ECSTACY PILLS","£32.50","http://dcukooi4bv5lhwcl.onion/index.php/product/fortnite/"
"Pure Strong Speed Sulphate (#1) Batch 1","£6,000.00","http://dcukooi4bv5lhwcl.onion/index.php/product/pure-strong-speed-sulphate/"
"[DC23-MARCH] PURE BOLIVIAN FISHSCALE COCAINE","£49.50","http://dcukooi4bv5lhwcl.onion/index.php/product/dc23-march-pure-fire-cocaine/"
"Due to these unprecedented times the future is uncertain, We want to be crystal clear with customers and keep you informed on how it affects you with your DCUK orders.","£6,000.00","http://dcukooi4bv5lhwcl.onion/index.php/category/site-news/"
"PURE LIQUORICE MDMA","£45.90","http://dcukooi4bv5lhwcl.onion/index.php/product/pure-liquorice-mdma/"
"100g pure Speed","650 EUR = 0.10184 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"5g pure Crystal Meth","120 EUR = 0.01880 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"10g pure Crystal Meth","200 EUR = 0.03134 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"100g MDMA Crystals","220 EUR = 0.03447 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"10g DMT freebase, pure","850 EUR = 0.13318 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"1g pure synthetic Mescaline","80 EUR = 0.01253 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"100 x LSD Blotter 200yg Hofmann","200 EUR = 0.03134 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"500 x Xanax 2mg","215 EUR = 0.03369 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"25g pure Cocaine","950 EUR = 0.14885 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"1000 x Xanax 2mg","350 EUR = 0.05484 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"50g pure Speed","390 EUR = 0.06110 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"50g Ketamine Crystals","450 EUR = 0.07051 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"50g pure Crystal Meth","800 EUR = 0.12534 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"1g pure Cocaine","75 EUR = 0.01175 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"10g pure synthetic Mescaline","750 EUR = 0.11751 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"100 x capsules Tramadol - 150mg/capsule","95 EUR = 0.01488 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"10g pure Speed","90 EUR = 0.01410 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"100g Ketamine Crystals","780 EUR = 0.12221 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"500 x Generic Viagra 100mg","350 EUR = 0.05484 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"100 x Generic Cialis 20mg","100 EUR = 0.01567 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"10 x 80mg Oxycodone (Oxycodone Hydrochloride)","180 EUR = 0.02820 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"2g pure Cocaine","130 EUR = 0.02037 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"50 x Original Kamagra 100mg","100 EUR = 0.01567 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"50 x 80mg Oxycodone (Oxycodone Hydrochloride)","600 EUR = 0.09401 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"250 x LSD Blotter 200yg Hofmann","380 EUR = 0.05954 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"50g MDMA Crystals","140 EUR = 0.02194 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"50 x LSD Blotter 200yg Hofmann","130 EUR = 0.02037 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"1g DMT freebase, pure","110 EUR = 0.01723 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"5g pure Cocaine","250 EUR = 0.03917 ฿","http://s5q54hfww56ov2xc.onioncart.php"
"5 Dutch Quality LSD Blotters || LSD-25 || 100-150 ...","Price: 25.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/d40e16b1-cd20-4ce7-bc38-323fc996c69c"
"10 ML. Cannabis Oil 1/3 || THC/CBD rich || 50/50% ...","Price: 250.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/2095e80c-3129-4332-8391-17942dd1bb02"
"100 XTC Pills || Dutch Quality MDMA XTC Pill || 16...","Price: 200.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/4f2a0475-29b0-4d21-9f60-2cdc0eef4ee3"
"10 XTC Pills || Dutch Quality MDMA XTC Pill || 160...","Price: 25.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/eab64c54-6431-4a08-9280-5bbfa2489ca9"
"10 Gram MDMA || Dutch Quality MDMA Crystal || PMK ...","Price: 70.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/cc7556be-bb0b-419d-ab0c-5df52bce1d5f"
"25 Dutch Quality LSD Blotters || LSD-25 || 100-150...","Price: 100.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/49741abc-1937-400b-8d2f-d845a6c80ada"
"1 Container of 10 x 20 mg Cialis pills || Generic ...","Price: 12.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/7ca187c0-d6b7-412a-ae4c-55e573ea22d6"
"100 Dutch Quality LSD Blotters || LSD-25 || 100-15...","Price: 350.00 EUR","http://dutchd2ss3w4efqnm577wb5j35wjmanwxa7qugfd5rz2g35fqn3i76id.onion/listing/f657b8e1-97fe-4503-bb61-ce158c283f01"
"1g Ketamine R - 97%","Price: 23.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/42f95eb2-e975-4477-a522-97a1562b4489"
"10x Hofmann LSD - 180ug","Price: 32.50 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/20e977bc-7f91-4920-a207-75fe4fa62046"
"1g Cocaine Peruvian - 88%","Price: 65.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/98a38a38-7a8f-40c4-9664-8b4a21c7c8b1"
"10g Speed paste - 74%","Price: 25.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/cd6b23e7-06a9-44ce-9348-d40e83b941c0"
"5g Amnesia Haze - 23% THC","Price: 50.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/298fe8f6-5091-44eb-a3b3-af71d6e0be26"
"5g MDMA - Champagne - 88%","Price: 25.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/3fd09140-2298-4cd8-99d4-48582ea744f4"
"5g Speed paste - 74%","Price: 15.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/57dd60c5-9850-4e5e-b2d5-0f74de53bd42"
"25x Hofmann LSD - 180ug","Price: 75.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/519b6b2f-4c4b-463d-88a7-1ccd4bfdbaca"
"5g Amnesia Haze - 23% THC","Price: 50.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/298fe8f6-5091-44eb-a3b3-af71d6e0be26"
"2g MDMA - Champagne - 88%","Price: 15.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/acf884ba-1f6f-496c-bdd9-fc6035d14ee7"
"2g MDMA - Champagne - 88%","Price: 15.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/acf884ba-1f6f-496c-bdd9-fc6035d14ee7"
"5g Speed paste - 74%","Price: 15.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/57dd60c5-9850-4e5e-b2d5-0f74de53bd42"
"10g Speed paste - 74%","Price: 25.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/cd6b23e7-06a9-44ce-9348-d40e83b941c0"
"5g MDMA - Champagne - 88%","Price: 25.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/3fd09140-2298-4cd8-99d4-48582ea744f4"
"1g Ketamine R - 97%","Price: 23.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/42f95eb2-e975-4477-a522-97a1562b4489"
"25x Hofmann LSD - 180ug","Price: 75.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/519b6b2f-4c4b-463d-88a7-1ccd4bfdbaca"
"10x Hofmann LSD - 180ug","Price: 32.50 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/home/warning/dismiss/listing/20e977bc-7f91-4920-a207-75fe4fa62046"
"1g Cocaine Peruvian - 88%","Price: 65.00 EUR","http://heinekmsgw3xfbwvbufm67euutmykoeunujf5kxv3mvswljrbtfryead.onion/listing/98a38a38-7a8f-40c4-9664-8b4a21c7c8b1"
"100g Ketamine Crystals","780 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"50 x LSD Blotter 200yg Hofmann","130 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"10g pure Crystal Meth","200 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"50g Ketamine Crystals","450 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"500 x Generic Viagra 100mg","350 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"100g MDMA Crystals","220 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"10g DMT freebase, pure","850 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"50 x Original Kamagra 100mg","100 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"50g pure Crystal Meth","800 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"100 x capsules Tramadol - 150mg/capsule","95 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"1000 x Xanax 2mg","350 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"100 x LSD Blotter 200yg Hofmann","200 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"100 x Generic Viagra 100mg","100 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"100 x Generic Cialis 20mg","100 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"2g pure Cocaine","130 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"250 x LSD Blotter 200yg Hofmann","380 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"1g DMT freebase, pure","110 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"10 x 80mg Oxycodone (Oxycodone Hydrochloride)","180 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"25g pure Cocaine","950 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"5g pure Crystal Meth","120 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"50g pure Speed","390 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"50g MDMA Crystals","140 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"50 x 80mg Oxycodone (Oxycodone Hydrochloride)","600 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"100g pure Speed","650 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"5g pure Cocaine","250 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"500 x Xanax 2mg","215 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"1g pure Cocaine","75 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"10g pure synthetic Mescaline","750 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"1g pure synthetic Mescaline","80 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"10g pure Speed","90 EUR","http://3r5rpdth6yn45uk7.onioncart.php"
"Heroin SE China White or Brown Afghani Terror - Purity High 80s","14g $675","http://crimen6nxejwy2f2.onion"
"MDMA Belgian Moonrocks - Purity Mid 80s","14g $150","http://crimen6nxejwy2f2.onion"
"High Heat Cocaine - Purity Low 90s (Fluffy, flaky, oily fishscale - not hard repress)","14g $600","http://crimen6nxejwy2f2.onion"
"3.5g Pineapple Kush (Hybird)","$2 USD","http://77n3hcm2rb2ibhwp.onion/product/e80ff0d882abcf6f1b0807e0"
"3.5g Pineapple Kush (Hybird)","$2 USD","http://77n3hcm2rb2ibhwp.onion//product/e80ff0d882abcf6f1b0807e0"
"3.5g Pineapple Kush (Hybird)","$2 USD","http://77n3hcm2rb2ibhwp.onion///product/e80ff0d882abcf6f1b0807e0"
